"AU_s_11_lemmat" "AU_s_142DVD_lemmat" "AU_s_168_CCSL41Bb_lemmat" "AU_s_178_lemmat" "AU_s_211_lemmat" "AU_s_32A1_lemmat" "AU_s_351_lemmat" "AU_s_393_B_lemmat" "AU_s_42A1_lemmat" "AU_s_50A1_lemmat" "AU_s_58_lemmat" "AU_s_59_lemmat" "AU_s_9_lemmat" "AU_s_96_lemmat" "AU_s_Frangip2_lemmat" "CAE_[AU_s_40]_lemmat" "CAE_AU_s_168_qfr_lemmat" "CAE_AU_s_178_BNFlat12202_lemmat" "CAE_AU_s_211Q_lemmat" "CAE_AU_s_32Q_lemmat" "CAE_AU_s_393_A_lemmat" "CAE_AU_s_42Q2_lemmat" "CAE_AU_s_50Q2_lemmat" "CAE_AU_s_58Q_lemmat" "CAE_AU-s-142Q_lemmat" "CAE_CAE_s_100A_lemmat" "CAE_CAE_s_109_lemmat" "CAE_CAE_s_124_lemmat" "CAE_CAE_s_140_BNFlat12202_lemmat" "CAE_CAE_s_142_lemmat" "CAE_CAE_s_147_lemmat" "CAE_CAE_s_159_lemmat" "CAE_CAE_s_183_BNFlat12202_lemmat" "CAE_CAE_s_185_lemmat" "CAE_CAE_s_210_lemmat" "CAE_CAE_s_231_lemmat" "CAE_CAE_s_35_lemmat" "CAE_CAE_s_63_lemmat"
"malitia" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0.0273897562311695 0.0816326530612245 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0.0807102502017756 0 0 0 0 0 0 0 0 0
"mane" 0.1230012300123 0 0 0 0 0 0 0 0 0 0 0 0.0426378624218306 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"medicina" 0 0.0611995104039168 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"medius" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0.0412711514651259 0.0945179584120983 0 0 0 0 0 0 0 0 0 0 0 0
"mensa" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0.0273897562311695 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0701262272089762 0.0792393026941363 0 0 0 0
"mergo" 0 0 0 0 0 0 0 0 0 0 0.03813882532418 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0.0808407437348424 0 0 0 0.0867302688638335 0 0 0 0 0 0
"miserator" 0 0 0 0 0 0 0 0 0 0 0 0 0.0710631040363843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"misereor" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0 0 0 0.170357751277683 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"mordeo" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0641848523748395 0 0 0 0 0 0 0.189035916824197 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"moyses" 0 0 0 0 0 0.0467180565288484 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0 0 0.178571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"narro" 0.1230012300123 0 0 0 0 0.0233590282644242 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161420500403551 0 0 0 0 0 0 0 0
"nauis" 0 0 0 0 0 0 0 0 0 0 0.07627765064836 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0.0773096250483185 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"niger" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.404203718674212 0 0 0 0 0 0 0 0 0 0
"nouacula" 0 0 0 0 0 0.116795141322121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nuptiae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250125062531266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"obseruatio" 0 0 0 0 0.125549278091651 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128369704749679 0 0 0 0 0 0 0 0 0.0808407437348424 0 0 0 0 0 0 0 0 0 0
"omnipotens" 0 0 0.0619195046439628 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0.0623052959501558 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"onerosus" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0 0 0.0142126208072769 0 0.0273897562311695 0.0816326530612245 0 0 0 0 0 0.131233595800525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"opprimo" 0 0 0 0 0 0.0467180565288484 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0
"pactus" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0.0641848523748395 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"paene" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"posteaquam" 0 0 0.123839009287926 0 0 0 0 0 0 0 0 0 0 0 0 0 0.124610591900312 0 0 0 0 0 0 0 0 0 0 0 0 0.0807102502017756 0 0 0 0 0 0 0 0
"posterus" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0.03813882532418 0 0.0284252416145537 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"potus" 0 0 0 0 0 0 0 0 0.170648464163823 0 0.07627765064836 0 0 0 0 0 0 0 0 0 0 0.131233595800525 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"praestans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0.0808407437348424 0 0 0 0 0.0701262272089762 0 0 0.0921658986175115 0.0951474785918173 0
"praesumptio" 0 0.0611995104039168 0 0 0 0.0233590282644242 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0892857142857143 0 0 0 0 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0
"praeter" 0 0 0 0 0 0 0 0 0 0 0 0 0.0284252416145537 0.0500250125062531 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0921658986175115 0 0
"principium" 0 0 0 0 0 0 0.188679245283019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0807102502017756 0 0 0 0 0.188679245283019 0 0 0
"prouoco" 0 0 0 0 0 0.0700770847932726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0867302688638335 0 0.0792393026941363 0 0 0 0
"quadraginta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.425894378194208 0 0 0 0 0 0 0 0 0 0 0
"qualiscumque" 0 0 0 0.0442282176028306 0 0 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0.0943396226415094 0 0 0
"quandoquidem" 0 0.0305997552019584 0 0.0442282176028306 0 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0
"quietus" 0 0 0 0 0 0 0.0943396226415094 0.116279069767442 0 0 0 0 0 0 0 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0943396226415094 0 0 0.138312586445367
"quiuis" 0 0 0 0 0.0627746390458255 0.0233590282644242 0 0 0 0 0 0 0 0 0 0 0 0 0.0641848523748395 0.0892857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"rationalis" 0.1230012300123 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412711514651259 0.189035916824197 0 0 0 0 0 0 0 0 0 0 0 0
"reatus" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0 0 0 0 0.0273897562311695 0.0816326530612245 0 0 0.0641848523748395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"regula" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0 0.0760456273764259 0.0142126208072769 0 0 0 0 0 0 0.0892857142857143 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"reparo" 0 0.0305997552019584 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0
"repeto" 0 0 0 0.0442282176028306 0 0.0233590282644242 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0 0.0892857142857143 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"repono" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0764233855559801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140252454417952 0 0 0 0 0
"rigo" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0.0641848523748395 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0
"saluo" 0 0 0 0 0 0 0 0 0 0 0 0 0.0142126208072769 0.200100050025012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"salus" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0.255536626916525 0 0 0 0 0 0 0 0 0 0 0
"sanctificatio" 0 0 0 0 0 0 0 0 0 0 0.03813882532418 0 0.0142126208072769 0 0.0273897562311695 0.0816326530612245 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"saturo" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0.0273897562311695 0 0 0.0382116927779901 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"scelus" 0 0 0 0 0 0.0467180565288484 0 0 0 0 0 0 0.0284252416145537 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"semel" 0 0 0 0 0 0 0 0 0 0 0.07627765064836 0.0760456273764259 0 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"sepelio" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0 0.161420500403551 0 0 0.0701262272089762 0 0 0 0 0
"sidus" 0 0.0611995104039168 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0
"simplex" 0 0.0305997552019584 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0.0412711514651259 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"sinus" 0 0.0611995104039168 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"soliditas" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0.0412711514651259 0.0945179584120983 0 0 0 0 0 0 0 0 0 0.0921658986175115 0 0
"sollicitudo" 0 0 0 0 0 0 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.255536626916525 0 0 0 0 0 0 0 0.0943396226415094 0 0 0
"somnus" 0.1230012300123 0 0 0 0 0 0 0 0 0 0.03813882532418 0 0 0 0.0273897562311695 0.0816326530612245 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sordidus" 0 0 0 0.0442282176028306 0 0 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0.0943396226415094 0 0 0
"speculum" 0 0 0 0 0 0 0 0 0 0 0.03813882532418 0 0.0426378624218306 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sperno" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0.190294957183635 0
"spiritaliter" 0 0 0 0 0 0 0 0 0 0 0 0 0.0426378624218306 0 0 0 0 0 0 0 0 0 0 0 0 0.0945179584120983 0.0851788756388416 0 0 0 0 0 0 0 0 0 0 0
"superfluus" 0 0 0 0 0 0.0700770847932726 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0943396226415094 0 0 0
"supero" 0 0 0 0 0 0.0700770847932726 0 0 0.170648464163823 0 0 0 0 0 0 0 0 0 0 0 0 0.131233595800525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"suspicio" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0.0641848523748395 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"suum" 0 0 0 0.0442282176028306 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"tandem" 0 0.0611995104039168 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"terribilis" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0.0273897562311695 0.0816326530612245 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"testamentum" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.340715502555366 0 0 0 0 0 0 0 0 0 0 0
"tolero" 0 0 0 0 0 0 0 0 0 0 0 0 0.0142126208072769 0.150075037518759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0867302688638335 0 0 0 0 0 0
"tormentum" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0.0945179584120983 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"torqueo" 0 0 0 0 0 0 0 0 0 0.0839630562552477 0 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0.175592625109745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"uelum" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0.161681487469685 0.0807102502017756 0 0 0 0 0 0 0 0 0
"uenator" 0 0 0 0 0 0 0 0 0 0 0 0 0.0568504832291074 0 0 0 0 0 0 0 0 0 0 0 0 0.0945179584120983 0 0 0 0 0 0 0 0 0 0 0 0
"uerax" 0 0 0 0 0 0 0 0 0 0 0 0 0.0568504832291074 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"uestigium" 0 0 0 0 0 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161681487469685 0 0 0 0 0 0 0 0 0.190294957183635 0
"uetustas" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0.03813882532418 0 0.0142126208072769 0 0 0 0 0 0 0.0892857142857143 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"uexo" 0 0.0917992656058751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"uinculum" 0 0 0 0 0 0 0.188679245283019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0792393026941363 0.188679245283019 0 0 0
"uiuifico" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412711514651259 0 0 0.242522231204527 0 0 0 0 0 0 0 0 0 0
"unicus" 0 0 0 0 0 0 0 0 0 0 0 0.0760456273764259 0 0.0500250125062531 0.0273897562311695 0.0816326530612245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"abstraho" 0 0 0 0 0 0 0 0 0 0 0.07627765064836 0 0 0 0 0 0 0 0 0 0 0 0 0.0773096250483185 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accendo" 0 0 0 0 0 0 0 0 0 0.0839630562552477 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0
"adhibeo" 0 0 0 0 0 0.0467180565288484 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0851788756388416 0 0 0 0 0 0 0 0 0 0 0
"admitto" 0 0 0 0 0 0 0 0 0 0 0 0.0760456273764259 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0.0792393026941363 0 0 0 0
"adoro" 0 0 0 0 0 0 0 0 0 0.0839630562552477 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0.0945179584120983 0 0 0 0 0 0 0 0 0 0 0 0
"aegritudo" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0.138312586445367
"aeramentum" 0 0.0611995104039168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"age" 0 0 0 0 0 0 0 0.232558139534884 0 0 0 0 0 0 0 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"amicitia" 0 0 0 0.0442282176028306 0 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0.0382116927779901 0 0 0 0 0 0 0 0 0 0 0.0807102502017756 0 0 0 0 0 0 0 0 0
"ammoneo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.170357751277683 0.0808407437348424 0 0 0 0 0 0 0 0 0 0.138312586445367
"ango" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0 0 0 0 0.0273897562311695 0 0 0 0 0.0892857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0921658986175115 0 0
"annuncio" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0764233855559801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140252454417952 0 0 0 0 0
"appello" 0 0 0 0 0 0 0 0 0 0.0839630562552477 0 0.0760456273764259 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"artifex" 0 0.0611995104039168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"assimulo" 0 0 0 0 0 0.0700770847932726 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0892857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"audacia" 0 0 0 0 0 0.0467180565288484 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"auxilior" 0 0 0 0 0 0 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0943396226415094 0 0.190294957183635 0
"beneficium" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0 0.0760456273764259 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"caedes" 0 0 0.123839009287926 0 0 0 0 0 0 0 0 0 0 0 0 0 0.124610591900312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"captiuus" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0.0808407437348424 0 0 0 0 0 0 0 0 0.0951474785918173 0
"casus" 0 0.0305997552019584 0 0 0 0.0467180565288484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0
"comminatio" 0 0 0 0 0 0.0233590282644242 0 0.116279069767442 0 0 0 0 0 0 0 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"comparatio" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0 0 0.0641848523748395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0792393026941363 0 0 0 0
"compello" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"compleo" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0808407437348424 0 0 0 0 0 0 0 0 0.190294957183635 0
"concludo" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0.03813882532418 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0.0386548125241593 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"confero" 0 0 0 0 0 0.0233590282644242 0 0 0 0 0.03813882532418 0 0.0142126208072769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0 0 0
"conforto" 0 0 0 0 0 0 0 0 0 0 0 0.0760456273764259 0 0 0.0547795124623391 0.0816326530612245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"confundo" 0 0.0305997552019584 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"coniugalis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.150075037518759 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"conspectus" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0.0273897562311695 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.138312586445367
"constringo" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0921658986175115 0 0.138312586445367
"contempo" 0 0 0 0 0.0627746390458255 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0641848523748395 0 0 0 0 0 0 0 0 0 0 0 0 0.0867302688638335 0 0.0792393026941363 0 0 0 0
"contemptus" 0 0 0 0 0 0.0233590282644242 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161420500403551 0 0 0 0 0 0 0 0
"contendo" 0 0 0 0 0 0 0.0943396226415094 0 0 0 0 0.0760456273764259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0.0943396226415094 0 0 0
"conturbo" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412711514651259 0.0945179584120983 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0
"crudelitas" 0 0 0.0619195046439628 0 0 0 0 0 0 0 0 0 0.0142126208072769 0 0 0 0.0623052959501558 0 0 0 0 0 0 0 0 0.0945179584120983 0 0 0 0 0 0 0 0 0 0 0 0
"cubiculum" 0 0 0 0 0 0 0.0943396226415094 0 0 0.0419815281276238 0 0 0 0 0 0 0 0 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0 0 0.0943396226415094 0 0 0
"cupidus" 0 0 0 0 0 0 0 0 0 0.0419815281276238 0 0 0 0 0 0 0 0.0382116927779901 0 0 0 0 0.0877963125548727 0 0 0 0 0 0 0 0 0 0.0701262272089762 0 0 0 0 0
"cymbalum" 0 0.0611995104039168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0825423029302517 0 0 0 0 0 0 0 0 0 0 0 0 0
"decalogus" 0 0 0 0 0 0 0 0 0 0 0 0 0.0568504832291074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"decedo" 0 0 0 0 0 0 0 0 0 0 0 0 0.0142126208072769 0 0.0273897562311695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107758620689655 0 0 0 0 0.0921658986175115 0 0
"decor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.322841000807102 0 0 0 0 0 0 0 0
"dedignor" 0 0.0305997552019584 0 0 0 0 0 0 0 0 0.03813882532418 0 0 0 0 0 0 0 0 0 0 0 0 0.0386548125241593 0.0412711514651259 0 0 0 0 0 0 0 0 0 0 0 0 0
"deditus" 0 0 0 0 0 0.0467180565288484 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"defungor" 0 0 0 0 0 0 0 0.116279069767442 0 0 0 0 0 0 0 0 0 0 0 0 0.155763239875389 0 0 0 0 0 0 0.0808407437348424 0 0 0 0 0 0 0 0 0 0.138312586445367
"delictum" 0 0 0.0619195046439628 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0623052959501558 0 0 0 0 0.131233595800525 0 0 0 0 0 0.0808407437348424 0 0 0 0 0 0 0 0 0 0
"descendo" 0 0 0 0 0 0 0.0943396226415094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161681487469685 0 0 0 0 0 0 0.0943396226415094 0 0 0
