"AU_s_11_lemmat" "AU_s_142DVD_lemmat" "AU_s_168_CCSL41Bb_lemmat" "AU_s_178_lemmat" "AU_s_211_lemmat" "AU_s_32A1_lemmat" "AU_s_351_lemmat" "AU_s_393_B_lemmat" "AU_s_42A1_lemmat" "AU_s_50A1_lemmat" "AU_s_58_lemmat" "AU_s_59_lemmat" "AU_s_9_lemmat" "AU_s_96_lemmat" "AU_s_Frangip2_lemmat" "CAE_[AU_s_40]_lemmat" "CAE_AU_s_168_qfr_lemmat" "CAE_AU_s_178_BNFlat12202_lemmat" "CAE_AU_s_211Q_lemmat" "CAE_AU_s_32Q_lemmat" "CAE_AU_s_393_A_lemmat" "CAE_AU_s_42Q2_lemmat" "CAE_AU_s_50Q2_lemmat" "CAE_AU_s_58Q_lemmat" "CAE_AU-s-142Q_lemmat" "CAE_CAE_s_100A_lemmat" "CAE_CAE_s_109_lemmat" "CAE_CAE_s_124_lemmat" "CAE_CAE_s_140_BNFlat12202_lemmat" "CAE_CAE_s_142_lemmat" "CAE_CAE_s_147_lemmat" "CAE_CAE_s_159_lemmat" "CAE_CAE_s_183_BNFlat12202_lemmat" "CAE_CAE_s_185_lemmat" "CAE_CAE_s_210_lemmat" "CAE_CAE_s_231_lemmat" "CAE_CAE_s_35_lemmat" "CAE_CAE_s_63_lemmat"
"paenitentia" 0 0 0 0.0442282176028306 0 0 0 2.90697674418605 0 0 0.03813882532418 0 0 0 0.0547795124623391 0.0816326530612245 0 0.0382116927779901 0 0 2.49221183800623 0 0 0.0386548125241593 0 0 0.511073253833049 0 0.0807102502017756 0.0807102502017756 0 0.0867302688638335 0 0 0 0 0 3.18118948824343
"seruus" 0.861008610086101 0.0611995104039168 0.0619195046439628 0.0442282176028306 0.439422473320778 0.0934361130576968 0 0 0 0 0.07627765064836 0.0760456273764259 0.383740761796475 0 0.109559024924678 0.163265306122449 0.0623052959501558 0.0382116927779901 0.449293966623877 0 0 0 0 0.0773096250483185 0 0 0 0 0 0 0.107758620689655 0 0.0701262272089762 0.554675118858954 0 0.184331797235023 0 0
"nemo" 0.615006150061501 0.0611995104039168 0.185758513931889 0.221141088014153 0.188323917137476 0.186872226115394 0 0 0 0 0.11441647597254 0.152091254752852 0.0568504832291074 0 0.328677074774035 0.244897959183673 0.186915887850467 0.15284677111196 0.192554557124519 0.0892857142857143 0 0 0 0.115964437572478 0.0412711514651259 0.189035916824197 0 0.161681487469685 0.242130750605327 0 0.21551724137931 0 0.0701262272089762 0.158478605388273 0 0.0921658986175115 0.0951474785918173 0
"nihil" 0.1230012300123 0.0917992656058751 0 0.176912870411322 0.251098556183302 0.140154169586545 0.0943396226415094 0.116279069767442 0.170648464163823 0 0.1906941266209 0 0.0710631040363843 0.0500250125062531 0.136948781155848 0.163265306122449 0 0.19105846388995 0.256739409499358 0 0.155763239875389 0.393700787401575 0 0.193274062620796 0.123813454395378 0.378071833648393 0.0851788756388416 0.0808407437348424 0.161420500403551 0 0 0.0867302688638335 0.210378681626928 0.158478605388273 0.0943396226415094 0.184331797235023 0.0951474785918173 0.138312586445367
"praeceptum" 0 0.0305997552019584 0 0 0 0.303667367437515 0 0 0 0.0419815281276238 0.03813882532418 0.228136882129278 0.312677657760091 0.100050025012506 0 0 0 0.0382116927779901 0 0.267857142857143 0 0 0.0877963125548727 0.0386548125241593 0.0412711514651259 1.79584120982987 0 0 0 0 0.323275862068966 0.173460537727667 0.0701262272089762 0.0792393026941363 0 0.0921658986175115 0.0951474785918173 0
"talis" 0.738007380073801 0.0305997552019584 0.0619195046439628 0.0884564352056612 0.251098556183302 0.0934361130576968 0 0.116279069767442 0 0.0839630562552477 0.07627765064836 0.228136882129278 0.298465036952814 0.100050025012506 0.0821692686935086 0 0.0623052959501558 0.0764233855559801 0.256739409499358 0.0892857142857143 0 0 0.0877963125548727 0.0773096250483185 0.0412711514651259 0.0945179584120983 0 0 0 0 0.323275862068966 0.173460537727667 0.140252454417952 0.316957210776545 0 0.0921658986175115 0 0.138312586445367
"anima" 0.3690036900369 0.275397796817625 0 0.132684652808492 0 0.0934361130576968 0.0943396226415094 0 0 0.0419815281276238 0.07627765064836 0.0760456273764259 0.099488345650938 0 0.136948781155848 0.0816326530612245 0 0.22927015666794 0 0 0 0 0 0.0773096250483185 0.247626908790755 0.472589792060492 0.425894378194208 0.161681487469685 0.0807102502017756 0 0.107758620689655 0 0.350631136044881 0.0792393026941363 0.0943396226415094 0.276497695852535 0.190294957183635 0
"aurum" 0 0.0305997552019584 0 0.0884564352056612 0 0.0467180565288484 0 0 0 1.46935348446683 0 0 0.0284252416145537 0 0 0 0 0.0764233855559801 0 0 0 0 1.84372256365233 0 0.0412711514651259 0 0 0 0.242130750605327 0 0 0 0 0 0 0 0.761179828734538 0
"panis" 0.3690036900369 0 0 0.0442282176028306 0.0627746390458255 0 0 0 0 0 0.72463768115942 0.91254752851711 0 0.0500250125062531 0.109559024924678 0 0 0.0382116927779901 0.0641848523748395 0 0 0 0 0.734441437959026 0 0 0 0 0 0 1.07758620689655 0 0.0701262272089762 0.0792393026941363 0 0.276497695852535 0 0
"promitto" 0 0.0611995104039168 0.43343653250774 0 0.0627746390458255 0.140154169586545 0.283018867924528 0.116279069767442 0.341296928327645 0 0 0 0.099488345650938 0.100050025012506 0.383456587236374 1.06122448979592 0.43613707165109 0 0.0641848523748395 0 0.155763239875389 0.26246719160105 0 0 0.0412711514651259 0 0.0851788756388416 0 0 0 0 0.0867302688638335 0 0 0.283018867924528 0 0 0.276625172890733
"ante" 0 0.152998776009792 0 0.265369305616984 0.125549278091651 0.0467180565288484 0 0.348837209302326 0 0.0419815281276238 0.03813882532418 0 0.099488345650938 0.250125062531266 0 0 0 0.22927015666794 0.128369704749679 0.0892857142857143 0.155763239875389 0 0.0877963125548727 0.0386548125241593 0.165084605860503 0.0945179584120983 0.0851788756388416 0.161681487469685 0.0807102502017756 0.887812752219532 0 0 0.350631136044881 0.316957210776545 0 0 0.0951474785918173 0.276625172890733
"morior" 0.4920049200492 0.122399020807834 0 0.132684652808492 0.0627746390458255 0 0.188679245283019 0.116279069767442 0.170648464163823 0 0.03813882532418 0.0760456273764259 0.142126208072769 0 0.438236099698713 0.326530612244898 0 0.0764233855559801 0.0641848523748395 0 0.155763239875389 0 0 0.0386548125241593 0.0825423029302517 0 0.255536626916525 0.404203718674212 0.0807102502017756 0 0.107758620689655 0 0.0701262272089762 0 0.188679245283019 0.737327188940092 0 0
"oculus" 0 0.122399020807834 0.0619195046439628 0.0442282176028306 0.313873195229127 0.0467180565288484 0.283018867924528 0 0.170648464163823 0.0419815281276238 0.30511060259344 0 0.099488345650938 0.100050025012506 0.136948781155848 0.0816326530612245 0.0623052959501558 0.0382116927779901 0.256739409499358 0 0 0.131233595800525 0.0877963125548727 0.309238500193274 0.165084605860503 0.0945179584120983 0.0851788756388416 0.0808407437348424 0 0 0 0 0.0701262272089762 0.475435816164818 0.283018867924528 0.184331797235023 0 0
"quasi" 0 0.152998776009792 0.185758513931889 0.132684652808492 0 0.28030833917309 0.188679245283019 0 0.170648464163823 0.0839630562552477 0.07627765064836 0.0760456273764259 0.113700966458215 0.100050025012506 0.219118049849356 0.326530612244898 0.186915887850467 0.0382116927779901 0 0.178571428571429 0 0.131233595800525 0 0.0773096250483185 0.123813454395378 0 0 0.161681487469685 0 0.0807102502017756 0 0.173460537727667 0.140252454417952 0 0.188679245283019 0.184331797235023 0 0
"uel" 0 0.122399020807834 0 0.0884564352056612 0 0.0467180565288484 0.283018867924528 0.116279069767442 0 0.377833753148615 0.1906941266209 0 0.127913587265492 0.0500250125062531 0.191728293618187 0.163265306122449 0 0.15284677111196 0 0 0.155763239875389 0 0.0877963125548727 0.193274062620796 0.0412711514651259 0.189035916824197 0.425894378194208 0.0808407437348424 0.0807102502017756 0 0 0 0.210378681626928 0 0.283018867924528 0.0921658986175115 0.0951474785918173 0.276625172890733
"lex" 0 0 0 0.221141088014153 0 0.397103480495211 0 0 0 0.125944584382872 0.03813882532418 0 0.142126208072769 0 0.0821692686935086 0.244897959183673 0 0.15284677111196 0 1.42857142857143 0 0 0 0.0386548125241593 0 0.283553875236295 0 0.242522231204527 0.242130750605327 0.161420500403551 0 0 0 0 0 0 0 0
"saeculum" 0 0.0611995104039168 0 0 0.125549278091651 0.163513197850969 0 0.116279069767442 0.341296928327645 0.0839630562552477 0 0.152091254752852 0.198976691301876 0.100050025012506 0 0 0 0.26748184944593 0.128369704749679 0.0892857142857143 0 0.26246719160105 0.0877963125548727 0 0.0412711514651259 0.0945179584120983 0.170357751277683 0.242522231204527 0.403551251008878 0.0807102502017756 0.431034482758621 0.2601908065915 0.140252454417952 0.158478605388273 0 0.276497695852535 0 0
"bonum" 0.1230012300123 0.0611995104039168 0.123839009287926 0.221141088014153 0 0.163513197850969 0.188679245283019 0 0.170648464163823 0.335852225020991 0.07627765064836 0 0.0284252416145537 0.200100050025012 0.164338537387017 0 0.124610591900312 0.19105846388995 0 0.178571428571429 0 0.26246719160105 0.526777875329236 0.115964437572478 0 0 0 0 0.0807102502017756 0 0 0.0867302688638335 0.210378681626928 0.0792393026941363 0.188679245283019 0.184331797235023 0.0951474785918173 0
"loquor" 0.4920049200492 0.0917992656058751 0.185758513931889 0.176912870411322 0.251098556183302 0.186872226115394 0 0 0.170648464163823 0.125944584382872 0.03813882532418 0 0.127913587265492 0 0.0821692686935086 0.163265306122449 0.186915887850467 0.15284677111196 0.256739409499358 0 0 0.131233595800525 0 0.0386548125241593 0.0412711514651259 0.189035916824197 0.340715502555366 0.161681487469685 0.0807102502017756 0 0 0 0.210378681626928 0.0792393026941363 0 0.0921658986175115 0 0
"ita" 0 0.122399020807834 0.0619195046439628 0.0442282176028306 0 0.186872226115394 0.0943396226415094 0 0 0.0839630562552477 0.22883295194508 0 0.0568504832291074 0.0500250125062531 0 0 0.0623052959501558 0.19105846388995 0 0.446428571428571 0 0 0.0877963125548727 0.193274062620796 0.165084605860503 0.283553875236295 0.340715502555366 0.404203718674212 0.242130750605327 0 0.107758620689655 0.173460537727667 0.140252454417952 0.0792393026941363 0.0943396226415094 0 0.0951474785918173 0
"pono" 0 0.152998776009792 0 0.132684652808492 0 0.397103480495211 0 0.116279069767442 0 0 0.03813882532418 0.0760456273764259 0.0426378624218306 0.100050025012506 0.246507806080526 0.163265306122449 0 0.0764233855559801 0 0.535714285714286 0.155763239875389 0 0 0.0386548125241593 0.206355757325629 0 0 0.0808407437348424 0.0807102502017756 0.161420500403551 0 0.0867302688638335 0.0701262272089762 0 0 0.552995391705069 0 0.138312586445367
"tunc" 0.4920049200492 0.0917992656058751 0.123839009287926 0.221141088014153 0 0.0700770847932726 0 0.116279069767442 0 0.125944584382872 0.1906941266209 0 0.0710631040363843 0.100050025012506 0.0547795124623391 0.163265306122449 0.124610591900312 0.22927015666794 0 0.178571428571429 0.311526479750779 0 0.0877963125548727 0.193274062620796 0.123813454395378 0.0945179584120983 0 0.242522231204527 0.484261501210654 0 0 0.0867302688638335 0 0.0792393026941363 0 0 0.0951474785918173 0.138312586445367
"aio" 0 0.152998776009792 0.309597523219814 0.221141088014153 0.125549278091651 0.0233590282644242 0.0943396226415094 0 0 0.125944584382872 0.11441647597254 0.0760456273764259 0.0568504832291074 0.200100050025012 0.109559024924678 0 0.311526479750779 0.19105846388995 0.128369704749679 0.0892857142857143 0 0 0 0.115964437572478 0.123813454395378 0.0945179584120983 0 0.161681487469685 0.0807102502017756 0.0807102502017756 0.107758620689655 0.0867302688638335 0.210378681626928 0.0792393026941363 0.0943396226415094 0.184331797235023 0 0
"numquid" 0.2460024600246 0.122399020807834 0.0619195046439628 0.221141088014153 0 0.0934361130576968 0 0.116279069767442 0 0 0.1906941266209 0.152091254752852 0.142126208072769 0.0500250125062531 0.164338537387017 0.0816326530612245 0.0623052959501558 0.22927015666794 0 0 0.155763239875389 0 0.0877963125548727 0.193274062620796 0.123813454395378 0 0.0851788756388416 0.0808407437348424 0.161420500403551 0 0 0 0.280504908835905 0 0 0.184331797235023 0.0951474785918173 0.138312586445367
"nondum" 0 0.0917992656058751 0.43343653250774 0.132684652808492 0.0627746390458255 0.0233590282644242 0 0.232558139534884 0 0.0839630562552477 0.15255530129672 0.0760456273764259 0.22740193291643 0.0500250125062531 0.0273897562311695 0.0816326530612245 0.43613707165109 0.15284677111196 0.0641848523748395 0.0892857142857143 0.311526479750779 0 0 0.115964437572478 0.123813454395378 0 0 0 0.322841000807102 0 0 0 0 0.0792393026941363 0 0 0.0951474785918173 0
"aeternus" 0.4920049200492 0 0 0.221141088014153 0 0.116795141322121 0 0.116279069767442 0.170648464163823 0.125944584382872 0.11441647597254 0.0760456273764259 0.0426378624218306 0.150075037518759 0.0547795124623391 0.0816326530612245 0 0.343905235001911 0 0 0 0.131233595800525 0.0877963125548727 0.115964437572478 0 0.189035916824197 0.340715502555366 0 0.161420500403551 0 0.107758620689655 0.346921075455334 0.490883590462833 0 0 0.0921658986175115 0.0951474785918173 0.138312586445367
"aufero" 0 0.122399020807834 0 0.265369305616984 0 0.256949310908666 0.377358490566038 0.116279069767442 0 0.125944584382872 0.03813882532418 0 0.0142126208072769 0 0.109559024924678 0 0 0.305693542223921 0 0.0892857142857143 0.155763239875389 0 0.263388937664618 0.0386548125241593 0.0825423029302517 0 0.0851788756388416 0 0.0807102502017756 0.0807102502017756 0 0.0867302688638335 0.490883590462833 0 0.377358490566038 0.184331797235023 0 0.138312586445367
"duo" 0.3690036900369 0.0305997552019584 0 0.0442282176028306 0 0.0934361130576968 0 0.116279069767442 0 0 0.03813882532418 0 0.198976691301876 0.0500250125062531 0.0547795124623391 0 0 0.0382116927779901 0 0.267857142857143 0.155763239875389 0.26246719160105 0 0.0386548125241593 0 0.283553875236295 1.27768313458262 0.970088924818108 0 0 0 0.0867302688638335 0.0701262272089762 0 0 0 0 0.138312586445367
"alienus" 0 0 0 0.619195046439629 0.125549278091651 0.163513197850969 0 0 0 0.0839630562552477 0.03813882532418 0 0.099488345650938 0 0.0547795124623391 0.0816326530612245 0 0.458540313335881 0.128369704749679 0.0892857142857143 0 0 0.0877963125548727 0.0386548125241593 0 0.0945179584120983 0.0851788756388416 0 0.484261501210654 0 0 0 0.420757363253857 0.0792393026941363 0 0 0 0
"qualis" 0.1230012300123 0 0.185758513931889 0.265369305616984 0.188323917137476 0.0934361130576968 0 0 0 0 0 0.0760456273764259 0.341102899374645 0.0500250125062531 0.0547795124623391 0 0.186915887850467 0.19105846388995 0.192554557124519 0.0892857142857143 0 0 0 0 0 0 0.0851788756388416 0 0.322841000807102 0 0.107758620689655 0 0.0701262272089762 0.237717908082409 0 0.0921658986175115 0 0
"post" 0.1230012300123 0.0611995104039168 0.495356037151703 0.0884564352056612 0 0 0.0943396226415094 0.697674418604651 0 0 0 0.304182509505703 0.156338828880045 0.0500250125062531 0 0 0.498442367601246 0.0764233855559801 0 0 0.467289719626168 0 0 0 0.0825423029302517 0 0 0.323362974939369 0.242130750605327 0.0807102502017756 0 0.0867302688638335 0 0 0.0943396226415094 0 0 0.829875518672199
"attendo" 0 0.0305997552019584 0 0.0442282176028306 0 0.0934361130576968 0.188679245283019 0.116279069767442 0.68259385665529 0 0.03813882532418 0 0.284252416145537 0.0500250125062531 0.136948781155848 0 0 0.11463507833397 0 0 0.155763239875389 0.656167979002625 0 0.0386548125241593 0 0 0.170357751277683 0 0 0.322841000807102 0 0 0.210378681626928 0 0.188679245283019 0.184331797235023 0.190294957183635 0.138312586445367
"impleo" 0 0.122399020807834 0 0.0884564352056612 0 0.28030833917309 0.283018867924528 0 0 0.125944584382872 0.11441647597254 0.152091254752852 0.0426378624218306 0 0.109559024924678 0.0816326530612245 0 0.0764233855559801 0 0.267857142857143 0 0 0 0.115964437572478 0.165084605860503 0.0945179584120983 0 0.0808407437348424 0.0807102502017756 0.161420500403551 0.21551724137931 0.173460537727667 0.0701262272089762 0 0.283018867924528 0 0.380589914367269 0
"christianus" 0 0 0.247678018575851 0.574966828836798 0 0.0233590282644242 0 0 0.170648464163823 0.0419815281276238 0.03813882532418 0.0760456273764259 0.142126208072769 0 0 0 0.249221183800623 0.343905235001911 0 0 0 0.26246719160105 0 0.0386548125241593 0 0 0.0851788756388416 0.242522231204527 0.242130750605327 0.161420500403551 0.107758620689655 0.173460537727667 0.350631136044881 0 0 0 0 0
"ecclesia" 0.2460024600246 0 0.185758513931889 0.0884564352056612 0 0.0233590282644242 0 0.232558139534884 0 0.167926112510495 0.15255530129672 0 0.0852757248436612 0.200100050025012 0.0273897562311695 0 0.186915887850467 0.11463507833397 0 0 0.311526479750779 0 0.0877963125548727 0.154619250096637 0 0.0945179584120983 0 1.05092966855295 0.161420500403551 0.242130750605327 0 0.173460537727667 0.0701262272089762 0 0 0 0.0951474785918173 0
"nomen" 0 0.18359853121175 0 0.0442282176028306 0.0627746390458255 0.0700770847932726 0.0943396226415094 0 0 0.0839630562552477 0.1906941266209 0.456273764258555 0.0710631040363843 0 0.0273897562311695 0.0816326530612245 0 0.0382116927779901 0.0641848523748395 0.267857142857143 0 0 0.0877963125548727 0.231928875144956 0.247626908790755 0.189035916824197 0 0 0 0.242130750605327 0.538793103448276 0.0867302688638335 0.0701262272089762 0.0792393026941363 0.0943396226415094 0 0.0951474785918173 0
"quisquis" 0 0.0305997552019584 0 0.0884564352056612 0.0627746390458255 0.0467180565288484 0.188679245283019 0.116279069767442 0 0.0839630562552477 0.1906941266209 0.0760456273764259 0.127913587265492 0.400200100050025 0.136948781155848 0.326530612244898 0 0.0764233855559801 0.0641848523748395 0 0 0 0.0877963125548727 0.154619250096637 0 0.0945179584120983 0 0 0.161420500403551 0 0.21551724137931 0.346921075455334 0 0.0792393026941363 0.188679245283019 0 0.0951474785918173 0.138312586445367
"quoniam" 0 0.152998776009792 0.185758513931889 0.176912870411322 0.0627746390458255 0.0934361130576968 0.0943396226415094 0 0 0.167926112510495 0.07627765064836 0.228136882129278 0.0426378624218306 0.0500250125062531 0.0547795124623391 0.0816326530612245 0.186915887850467 0.15284677111196 0.0641848523748395 0.0892857142857143 0 0 0.0877963125548727 0.0773096250483185 0.206355757325629 0.0945179584120983 0 0 0.161420500403551 0.403551251008878 0.21551724137931 0 0.140252454417952 0 0.0943396226415094 0.0921658986175115 0 0
"teneo" 0 0.122399020807834 0 0.0442282176028306 0.125549278091651 0.0934361130576968 0 0 0 0.0839630562552477 0.53394355453852 0.0760456273764259 0.127913587265492 0 0 0 0 0 0.128369704749679 0.0892857142857143 0 0 0.0877963125548727 0.54116737533823 0.123813454395378 0 0 0 0 0 0.107758620689655 0.0867302688638335 0 0.237717908082409 0 0 0.0951474785918173 0.138312586445367
"tempus" 0.615006150061501 0.0611995104039168 0 0.0442282176028306 0 0.186872226115394 0 0.116279069767442 0 0.0419815281276238 0.07627765064836 0.152091254752852 0.0710631040363843 0 0.191728293618187 0.489795918367347 0 0.0764233855559801 0 0.446428571428571 0.155763239875389 0 0 0.0773096250483185 0 0 0.340715502555366 0.0808407437348424 0.0807102502017756 0.0807102502017756 0 0 0.0701262272089762 0.0792393026941363 0 0.368663594470046 0 0.138312586445367
"locus" 0 0.0305997552019584 0 0.132684652808492 0.125549278091651 0.327026395701939 0.0943396226415094 0 0 0.293870696893367 0.03813882532418 0 0.0284252416145537 0.450225112556278 0.0273897562311695 0.0816326530612245 0 0.0764233855559801 0.128369704749679 0.714285714285714 0 0 0 0.0386548125241593 0.0412711514651259 0 0.0851788756388416 0 0.0807102502017756 0 0 0.0867302688638335 0.0701262272089762 0.158478605388273 0.0943396226415094 0 0 0
"populus" 0 0.0305997552019584 0 0.0884564352056612 0 0.350385423966363 0 0.116279069767442 0 0.0839630562552477 0.03813882532418 0 0.0284252416145537 0 0.0273897562311695 0 0 0.11463507833397 0 0.446428571428571 0.155763239875389 0 0 0.0386548125241593 0.0412711514651259 0 1.10732538330494 0.646725949878739 0.161420500403551 0.161420500403551 0 0 0.0701262272089762 0 0 0 0 0.138312586445367
"securus" 0.1230012300123 0.0305997552019584 0.0619195046439628 0 0.188323917137476 0.0467180565288484 0.188679245283019 1.27906976744186 0.341296928327645 0 0.03813882532418 0 0.0710631040363843 0 0.0547795124623391 0 0.0623052959501558 0 0.192554557124519 0 1.55763239875389 0.26246719160105 0 0.0386548125241593 0.0412711514651259 0.0945179584120983 0 0 0 0 0 0 0 0.237717908082409 0.188679245283019 0.0921658986175115 0 0.968188105117566
"nullus" 0 0.0305997552019584 0.123839009287926 0.0884564352056612 0.125549278091651 0 0.0943396226415094 0 0 0.125944584382872 0.07627765064836 0.0760456273764259 0.0710631040363843 0 0.328677074774035 0.0816326530612245 0.124610591900312 0.11463507833397 0.128369704749679 0 0 0 0.0877963125548727 0.0773096250483185 0.0412711514651259 0 0 0.242522231204527 0 0.0807102502017756 0 0 0.210378681626928 0.396196513470681 0.0943396226415094 0.0921658986175115 0.380589914367269 0.138312586445367
"oratio" 0 0 0.123839009287926 0 0.188323917137476 0 0 0.116279069767442 0 0.0419815281276238 0.49580472921434 0.456273764258555 0.0710631040363843 0 0 0 0.124610591900312 0.0382116927779901 0.256739409499358 0 0.155763239875389 0 0 0.50251256281407 0 0 0 0.0808407437348424 0 0 0.323275862068966 0 0.0701262272089762 0.158478605388273 0 0 0.190294957183635 0.138312586445367
"rapio" 0 0.0611995104039168 0 0.619195046439629 0.0627746390458255 0.0233590282644242 0.0943396226415094 0 0 0.0419815281276238 0 0 0 0 0 0 0 0.726022162781811 0.0641848523748395 0 0 0 0.0877963125548727 0 0 0 0 0 0.161420500403551 0 0 0 1.19214586255259 0.0792393026941363 0.0943396226415094 0 0 0
"corpus" 0 0.0917992656058751 0 0.0884564352056612 0 0.116795141322121 0.0943396226415094 0.348837209302326 0 0.167926112510495 0.03813882532418 0.228136882129278 0.0710631040363843 0.100050025012506 0.0273897562311695 0 0 0.0382116927779901 0 0.267857142857143 0.155763239875389 0 0.0877963125548727 0.0386548125241593 0.123813454395378 0.283553875236295 0.425894378194208 0.161681487469685 0 0.0807102502017756 0.323275862068966 0.2601908065915 0.0701262272089762 0 0.0943396226415094 0 0 0.276625172890733
"gratia" 0 0 0.495356037151703 0.0884564352056612 0 0.397103480495211 0 0 0 0 0 0.152091254752852 0.0426378624218306 0.100050025012506 0 0 0.43613707165109 0.0764233855559801 0 0.535714285714286 0 0 0 0 0 0.0945179584120983 0.0851788756388416 0.565885206143896 0.0807102502017756 0 0.107758620689655 0 0.0701262272089762 0 0 0 0 0
"iudicium" 0 0 0.0619195046439628 0.221141088014153 0.0627746390458255 0.0233590282644242 0.0943396226415094 0.697674418604651 0 0.0839630562552477 0.03813882532418 0 0.113700966458215 0 0.0547795124623391 0 0.0623052959501558 0.22927015666794 0.0641848523748395 0 0.155763239875389 0 0 0.0386548125241593 0 0.0945179584120983 0.255536626916525 0 0.161420500403551 0.161420500403551 0 0 0.280504908835905 0.0792393026941363 0.0943396226415094 0.0921658986175115 0.285442435775452 0.691562932226833
"opus" 0.4920049200492 0.18359853121175 0.0619195046439628 0.132684652808492 0 0.0233590282644242 0.188679245283019 0 0 0 0.07627765064836 0.0760456273764259 0.142126208072769 0 0.136948781155848 0 0.0623052959501558 0.15284677111196 0 0 0 0 0.0877963125548727 0.0773096250483185 0.206355757325629 0.283553875236295 0.170357751277683 0 0.0807102502017756 0 0 0.0867302688638335 0.210378681626928 0 0.188679245283019 0 0.0951474785918173 0
"nouus" 0 0 0.123839009287926 0.132684652808492 0 0.140154169586545 0 0.116279069767442 0 0.377833753148615 0.07627765064836 0 0.241614553723707 0 0.0273897562311695 0.0816326530612245 0.124610591900312 0.0764233855559801 0 0.267857142857143 0.155763239875389 0 0 0.0773096250483185 0 0.0945179584120983 0.255536626916525 0.0808407437348424 0 0 0 0 0.140252454417952 0 0 0 0 0.138312586445367
"odio" 0 0.214198286413709 0 0 0.502197112366604 0.0233590282644242 0 0 0 0 0.07627765064836 0 0.213189312109153 0.100050025012506 0 0 0 0 0.513478818998716 0 0 0 0 0.0773096250483185 0.288898060255881 0 0 0 0 0 0 0 0 0.63391442155309 0 0 0 0
"disco" 0 0.611995104039168 0.0619195046439628 0 0 0.0700770847932726 0.0943396226415094 0 0 0.0419815281276238 0 0.304182509505703 0 0.0500250125062531 0 0 0.0623052959501558 0 0 0.0892857142857143 0 0 0.0877963125548727 0 0.825423029302518 0 0 0 0 0 0.107758620689655 0.0867302688638335 0 0 0.0943396226415094 0 0.190294957183635 0
"iniquitas" 0.1230012300123 0.0611995104039168 0.0619195046439628 0 0.125549278091651 0.140154169586545 0.188679245283019 0 0 0.293870696893367 0 0 0.0284252416145537 0 0.301287318542865 0.244897959183673 0 0.0382116927779901 0.128369704749679 0 0 0 0.351185250219491 0 0.0825423029302517 0 0.0851788756388416 0.0808407437348424 0 0.242130750605327 0 0 0.0701262272089762 0.158478605388273 0.188679245283019 0.276497695852535 0 0
"intelligo" 0 0 0 0.132684652808492 0 0.186872226115394 0 0.116279069767442 0 0.209907640638119 0.26697177726926 0.228136882129278 0.0284252416145537 0 0 0 0 0.11463507833397 0 0.446428571428571 0.155763239875389 0 0.263388937664618 0.270583687669115 0 0.0945179584120983 0.0851788756388416 0.161681487469685 0 0.0807102502017756 0.21551724137931 0 0.210378681626928 0 0 0 0 0.138312586445367
"iubeo" 0 0 0 0.0442282176028306 0.125549278091651 0.0467180565288484 0.660377358490566 0 0.170648464163823 0.0839630562552477 0 0 0.27003979533826 0.0500250125062531 0.0547795124623391 0 0 0.0382116927779901 0.128369704749679 0 0 0.131233595800525 0.175592625109745 0 0 0 0 0.242522231204527 0 0.0807102502017756 0 0 0.0701262272089762 0.158478605388273 0.660377358490566 0.0921658986175115 0.0951474785918173 0
"puto" 0 0 0.0619195046439628 0.176912870411322 0.188323917137476 0.140154169586545 0.0943396226415094 0.116279069767442 0 0.251889168765743 0.03813882532418 0 0.127913587265492 0 0.109559024924678 0.163265306122449 0.0623052959501558 0.15284677111196 0.192554557124519 0 0.155763239875389 0 0.263388937664618 0.0386548125241593 0 0 0 0 0.242130750605327 0.0807102502017756 0 0 0.0701262272089762 0.158478605388273 0.0943396226415094 0 0 0
"regnum" 0.2460024600246 0.0305997552019584 0.0619195046439628 0.132684652808492 0.0627746390458255 0.0934361130576968 0 0.232558139534884 0 0.0419815281276238 0.3813882532418 0.380228136882129 0.0142126208072769 0.0500250125062531 0 0 0.0623052959501558 0.11463507833397 0.0641848523748395 0 0.155763239875389 0 0 0.386548125241593 0 0 0 0 0 0 0.538793103448276 0 0.210378681626928 0.0792393026941363 0 0 0 0.276625172890733
"solus" 0.1230012300123 0.0305997552019584 0.247678018575851 0.132684652808492 0 0.0233590282644242 0 0 0.170648464163823 0.335852225020991 0.11441647597254 0 0.0284252416145537 0.300150075037519 0.0547795124623391 0 0.249221183800623 0.11463507833397 0 0.0892857142857143 0 0.131233595800525 0.526777875329236 0.154619250096637 0.0412711514651259 0 0 0.0808407437348424 0.161420500403551 0 0 0.173460537727667 0.0701262272089762 0 0 0.0921658986175115 0 0
"amor" 0 0.122399020807834 0.0619195046439628 0.265369305616984 0.0627746390458255 0.116795141322121 0 0 0 0 0 0.0760456273764259 0.0852757248436612 0.300150075037519 0 0 0.0623052959501558 0.19105846388995 0.0641848523748395 0.0892857142857143 0 0 0 0 0.123813454395378 0.283553875236295 0 0 0.403551251008878 0 0 0.607111882046834 0.0701262272089762 0.0792393026941363 0 0 0 0
